0	http://dbpedia.org/class/yago/Wikicat21st-centuryAmericanNovels
1	http://dbpedia.org/resource/Self-replicating_machine
2	http://dbpedia.org/resource/The_Ghost_Map
3	http://dbpedia.org/resource/Room_at_the_Top_(novel)
4	http://dbpedia.org/resource/Dolphin_Island_(novel)
5	http://dbpedia.org/resource/Category:2004_novels
6	http://dbpedia.org/resource/Deryni_novels
7	http://dbpedia.org/resource/Duty_and_Desire
8	http://dbpedia.org/resource/North_Wall_Arts_Centre
9	http://dbpedia.org/resource/This_Way_for_the_Gas,_Ladies_and_Gentlemen
10	http://dbpedia.org/resource/The_Garden_of_Eden
11	http://dbpedia.org/resource/Joseph_Heller
12	http://dbpedia.org/class/yago/WikicatHodder&StoughtonBooks
13	http://dbpedia.org/resource/L._Frank_Baum
14	http://dbpedia.org/resource/Becoming_Madame_Mao
15	http://dbpedia.org/resource/List_of_short_stories_by_Agatha_Christie
16	http://dbpedia.org/resource/Los_Angeles,_California
17	http://dbpedia.org/resource/The_Areas_of_My_Expertise
18	http://dbpedia.org/resource/Icehenge
19	http://dbpedia.org/resource/Roald_Dahl's_Book_of_Ghost_Stories
20	http://dbpedia.org/resource/Dear_Zoe
21	http://dbpedia.org/resource/Category:Bisexuality-related_fiction
22	http://dbpedia.org/resource/The_Valley_of_Adventure
23	http://dbpedia.org/resource/A_Mercy
24	http://dbpedia.org/resource/Public_Broadcasting_Service
25	http://dbpedia.org/resource/Alcoholic
26	http://dbpedia.org/resource/Category:1975_books
27	http://dbpedia.org/resource/A_Gathering_of_Old_Men
28	http://dbpedia.org/resource/Van_Diemen's_Land
29	http://dbpedia.org/resource/Dave_Barry_in_Cyberspace
30	http://dbpedia.org/resource/Category:Dragons_in_popular_culture
31	http://dbpedia.org/resource/Scholastic_Corporation
32	http://dbpedia.org/resource/Lincoln_Child
33	http://dbpedia.org/resource/The_Disappearing_Dwarf
34	http://dbpedia.org/resource/James_T._Kirk
35	http://dbpedia.org/resource/The_Sculptress
36	http://dbpedia.org/resource/Apartheid
37	http://dbpedia.org/resource/The_Martian_Chronicles
38	http://dbpedia.org/resource/2007_in_literature
39	http://www.wikidata.org/entity/Q25379
40	http://dbpedia.org/resource/Gone_Too_Far!
41	http://dbpedia.org/resource/The_Financial_Expert
